job_id:ID(Job-ID),name,job_category,job_level,degree_requirement,major_requirement,experience_requirement,raw_requirement_summary,occurrence_count:int,:LABEL
job_21db8e3ce39a4e39,合同管理员,,,,,,,0,Job
job_79b01830b900d5f3,合规专员,,,,,,,0,Job
job_dab2d7b77dd03dbd,合规专员/经理,,,,,,,0,Job
job_0c7f4452d8d2a448,后端开发工程师,,,,,,,0,Job
job_042681bd593070fc,员工关系专员,,,,,,,0,Job
job_7f69d84724c9c614,咨询顾问,咨询服务,初级/助理顾问,本科及以上,经济学、管理学、金融学、工程管理、公共管理、统计学、信息管理等相关专业,1-3年相关经验，优秀应届生亦可,岗位要求掌握社会经济各领域政策动态与行业规则，能协助完成财政资金项目评审、绩效评价及各类工程咨询报告撰写，具备良好的沟通、分析和文本能力，协助维护客户与开拓市场。,11,Job
job_17ca7fb8bde96969,售前客服,,,,,,,0,Job
job_389fc90ce1dc74c0,售前工程师,,,,,,,0,Job
job_86aa862865155509,售前技术支持,,,,,,,0,Job
job_3de4d70d4a2c0d6b,售前技术支持工程师,,,,,,,0,Job
job_8fd2e93c20a6cb9c,售后客服,客户服务/技术支持,初级/专员,大专及以上,不限,不限或1年以下相关经验,负责二手车平台买家客户的开发、转化、维护与激活，促进客户活跃度与产出；接待到店客户，协助注册、签约等流程；熟练使用公司CRM系统及App，处理客户问题，协调公司与客户间事务。,10,Job
job_387928ad07c9a531,售后客服主管,,,,,,,0,Job
job_424fe5174808661d,售后客服主管/组长,,,,,,,0,Job
job_56f5e25b546bb8d4,售后工程师,,,,,,,0,Job
job_2899702b726f1bbc,商务专员,商务/销售,,本科及以上,,,负责合作伙伴关系维护与渠道拓展、客户订单对接与问题处理、商务谈判与合同跟进、招投标及标书编制。要求本科以上学历，普通话标准，逻辑思维和沟通协调能力强，熟练使用Office，熟悉互联网和网络营销，能适应出差加班。,26,Job
job_57acf02c26525395,商务主管,,,,,,,0,Job
job_6adcd24d0b0e52df,商务副总裁,,,,,,,0,Job
job_e707ebd8fe96e821,商务总监,,,,,,,0,Job
job_cf4c0a6d68b4d144,商务拓展,,,,,,,0,Job
job_7badd748009bfc48,商务拓展专员,,,,,,,0,Job
job_7486ed36a44abebc,商务拓展总监,,,,,,,0,Job
job_cca14525bc7cee08,商务拓展经理,,,,,,,0,Job
job_f7cc83ce48be4790,商务经理,,,,,,,0,Job
job_965bd6add165af09,团队主管,,,,,,,0,Job
job_35a1a1dc47b2e804,团队主管/经理,,,,,,,0,Job
job_45855f13ca1db6be,团队经理,,,,,,,0,Job
job_4b891cab55de2424,图书管理员,,,,,,,0,Job
job_7f72e8fe08cc7d24,在线客服,,,,,,,0,Job
job_3704b7e3a4c93fb7,在线客服/客户服务专员,,,,,,,0,Job
job_59d695e0725c00e9,培训与发展专员,,,,,,,0,Job
job_c6fe604ed0969a78,培训专员,,,,,,,0,Job
job_f18bc6ce88053b7a,培训主管,,,,,,,0,Job
job_29fe261f803dccc9,培训主管/经理,,,,,,,0,Job
job_e7bf21c3293048cb,培训师,培训/教育,初级/中级,本科及以上,人力资源管理、教育学、心理学、企业管理、市场营销等相关专业,1-3年相关培训或业务经验,负责新人制式培训、阶段性需求培训、业务话术总结与试讲、讲师训练营组织、更新板块学习跟进等工作，助力员工快速上岗、提升工作效率和留存率。,7,Job
job_3ccb3ffe5c10371c,培训总监,,,,,,,0,Job
job_304ecbf7076c0fc7,培训讲师,,,,,,,0,Job
job_5499cd7a37723f33,大区销售经理,,,,,,,0,Job
job_f4471c9befd360b0,大区销售经理/销售总监,,,,,,,0,Job
job_05360c01c2884c0f,大客户代表,销售,,本科及以上,,有电脑、大屏、服务器及软件方案等销售工作经验者最佳,负责联想政企企业群全系列智能终端产品及数据中心方案的销售工作，包括制定销售计划、完成销售任务、分析区域动态、收集客户需求、维护客户关系、开拓新客户以及洞察市场与竞品信息。要求本科及以上学历，有相关销售经验者优先，具备较强的沟通、协调、应变和学习能力，富有激情和团队精神。,35,Job
job_d8f10e31d5c7e266,大客户经理,,,,,,,0,Job
job_0963959ad084f09e,大组长,,,,,,,0,Job
job_edd7aaf248a16dd0,学习与发展总监,,,,,,,0,Job
job_f6a5e4cb99beaaf4,学者,,,,,,,0,Job
job_e8cf9de217124223,实施工程师,,,,,,,0,Job
job_4c14765528b76b65,实施工程师师,技术/工程,,本科及以上,地理信息、测绘工程、计算机等相关专业,可全职实习6个月及以上,负责软件系统在客户现场的安装部署、测试、维护、更新、演示与培训；完成数据建库、入库、核查与处理；协助项目经理完成文档编写等辅助工作。要求本科及以上学历，地理信息、测绘、计算机等相关专业，熟悉arcgis、cass、oracle、mysql者优先，具备良好沟通、团队协作能力和责任心，能全职实习6个月以上并接受出差或驻点。,234,Job
job_080f1fb899cc3d8d,实施项目经理,,,,,,,0,Job
job_c53cfe836ea7ba07,实验室,,,,,,,0,Job
job_18d4232cd88ea223,实验室/研究中心主任,,,,,,,0,Job
job_120e1ab6cd16e481,客户成功,,,,,,,0,Job
job_ea802358f3fd1e88,客户成功专员,,,,,,,0,Job
job_69c95a649381b2a6,客户成功经理,,,,,,,0,Job
job_fd78d4985525eb84,客户服务专员,,,,,,,0,Job
job_a77108e8ef89ef37,客户服务部负责人,,,,,,,0,Job
job_bd839db0d5d95134,客户经理,,,,,,,0,Job
job_00d184306158f4cb,客服专员,,,,,,,0,Job
job_845d0b504e24db43,客服总监,,,,,,,0,Job
job_3e63fc690f0f94bc,客服组长,,,,,,,0,Job
job_dca018a3c2743e87,客服组长/主管,,,,,,,0,Job
job_8de9d68a730952a1,客服经理,,,,,,,0,Job
job_af91e3b998a8de20,对日IT运维工程师,,,,,,,0,Job
job_843c9f261d29d062,对日业务分析师,,,,,,,0,Job
job_6f4250d0f45e712c,小组负责人,,,,,,,0,Job
job_e990ad5524077c11,小组长,,,,,,,0,Job
job_23923836633ce700,嵌入式软件工程师,,,,,,,0,Job
job_74df97c7fbdcfed4,嵌入式软件架构师,,,,,,,0,Job
job_5fd972ec0b6ae179,工艺工程师,,,,,,,0,Job
job_2913e61e0843ecf0,市场专员,,,,,,,0,Job
job_b97ff800bb8a50cc,市场专员/市场策划,,,,,,,0,Job
job_2052cac44869a3fa,市场专员/经理,,,,,,,0,Job
job_0bee908be99da1d7,市场推广,,,,,,,0,Job
job_9f38a0e86e444ea7,市场策划,,,,,,,0,Job
job_d34b19bd572a3e11,市场经理,,,,,,,0,Job
job_2561e9ece70712d4,市场运营经理,,,,,,,0,Job
job_e0b7fbae4b6d484e,广告销售,销售/商务拓展,初级/专员,大专及以上,市场营销、工商管理、广告学、传媒等相关专业优先,不限经验（有相关销售经验者优先）,岗位提供无责底薪、六险一金、新人保护期及带薪培训。薪资结构为底薪+阶梯提成+奖金+补贴，综合月薪可达8000-15000元以上。要求具备销售沟通能力，能承受业绩压力，有相关经验者优先。,10,Job
job_1b4035aa655a9464,底层驱动开发工程师,,,,,,,0,Job
job_cfce5a26d8af9321,律师,法律/法务,,本科及以上学历,法学相关专业,具备独立执业能力，有银行批量诉讼经验者优先,要求持有律师执业证，未受过行政处罚或行业纪律处分。部分岗位要求能独立开庭，有银行批量诉讼经验者优先。职责包括承办诉讼案件出庭应诉、指导非诉业务团队、处理法律咨询及司法局指派的法律援助案件等。,3,Job
job_026f1ca8b5d14b87,律师助理,法律,,本科及以上,,,招聘律师助理，要求本科及以上学历，已通过法考，具备良好的语言文字、信息检索、法律逻辑技能以及沟通协调能力，工作积极认真，有志于长期从事律师工作，有兴趣从事民事诉讼业务。涉及业务包括私募基金设立及投资、并购重组、上市公司再融资、IPO及特定问题专项研究等。,2,Job
job_f66d676d338a2815,律师助理（律所方向）,,,,,,,0,Job
job_72803ddb27f43c21,律所主任,,,,,,,0,Job
job_7c734d8dbd7cefc0,总助ceo助理董事长助理,行政/文秘/助理,,中专及以上,,有相关工作经验为佳,协助总经理/董事长处理日常事务，包括业务推进、产品演示、数据汇报、文件处理、日程安排和跨部门协调。要求中专及以上学历，有相关经验者优先，具备良好的沟通和学习能力，工作踏实。,8,Job
job_b617cf8d9d5c620f,总法律顾问,,,,,,,0,Job
job_db9ca5902ec70d7a,总监,,,,,,,0,Job
job_06fca431f4ad5efa,总经理,,,,,,,0,Job
job_d0303bac8e559c85,总经理办公室主任,,,,,,,0,Job
job_398b8b512d2de888,总裁秘书,,,,,,,0,Job
job_9541d940f02bdd2b,战略规划师,,,,,,,0,Job
job_e609346090f034c2,执业律师,,,,,,,0,Job
job_27090ee3db408ae2,技术专家,,,,,,,0,Job
job_441b566db7c2ab45,技术专家/技术总监,,,,,,,0,Job
job_d7b9201eb870b418,技术专家/架构师,,,,,,,0,Job
job_e74804e480fc152f,技术总监,,,,,,,0,Job
job_69ad6aa14e108910,技术支持主管,,,,,,,0,Job
job_948b661e1e616276,技术支持主管/经理,,,,,,,0,Job
job_eae351a44fc68f18,技术支持工程师,,,,,,,0,Job
job_cf31214be2321080,技术支持工程师师,技术支持/客户服务,初级/中级,本科及以上,计算机科学与技术、软件工程、电子信息工程、通信工程、自动化等相关专业,1-3年相关工作经验，优秀应届生可考虑,负责为客户提供技术支持和解决技术问题，包括软件配置、故障排除、系统集成等；协助客户理解产品功能，提供培训和指导；跟踪并解决客户问题；为销售团队提供技术支持，参与客户需求对接和解决方案制定；参与产品测试和质量控制。,245,Job
job_ad2c55708e990b1a,技术文档工程师,,,,,,,0,Job
job_d9235fdfc33c6a93,技术经理,,,,,,,0,Job
job_f03d2a8de59311e1,技术经理/研发经理,,,,,,,0,Job
job_42ccc7d70d683ffc,技术转移专员,,,,,,,0,Job
job_6aad4d7dc3bbe932,技术顾问,,,,,,,0,Job
job_ca6846c33a3acf4a,投资分析师,,,,,,,0,Job
job_409dadd9a8b823ca,招投标经理,,,,,,,0,Job
job_d9362e3b8dbff1f6,招聘专员,,,,,,,0,Job
job_169613d0b39d1779,招聘专员助理,人力资源,专员/助理,统招本科及以上,,,负责利用多种渠道主动寻访人才、筛选简历、安排面试、管理候选人、进行市场调研、团队协作及数据分析以优化招聘流程。要求统招本科及以上学历。,22,Job
job_fa6405ee11d78ad0,招聘主管,,,,,,,0,Job
job_09107cc84f967c97,招聘主管/经理,,,,,,,0,Job
job_284f043ecb008d9c,招聘总监,,,,,,,0,Job
job_5eecfeda0532f03f,操作系统内核开发工程师,,,,,,,0,Job
job_5438637aa19de040,政府法制部门公务员,,,,,,,0,Job
job_70b68548ffa98be4,政策研究员（政府,,,,,,,0,Job
job_1e5c6763c2cf4983,政策研究员（政府/智库）,,,,,,,0,Job
job_97e6f361e36e8f34,教授,,,,,,,0,Job
job_86aa6530406cc935,数字化加工专员,,,,,,,0,Job
job_6450d84327e5a11b,数据分析,,,,,,,0,Job
job_8a958df2f39ab07c,数据分析专员,,,,,,,0,Job
job_44569df46bafff89,数据分析助理,,,,,,,0,Job
job_6c51904dbc04fc00,数据分析师,,,,,,,0,Job
job_55a66059970b0823,数据录入员,,,,,,,0,Job
job_4195e6fc70843d85,数据经理,,,,,,,0,Job
job_3a8afa4cbe2e2a25,文秘,,,,,,,0,Job
job_59de819ee551d090,新能源项目开发工程师,,,,,,,0,Job
job_8e2e70786b362f08,日语技术支持,,,,,,,0,Job
job_17e8af7cf8a187d8,日语教师,,,,,,,0,Job
job_bb7f3b69deb6cfdc,日语教师/培训师,,,,,,,0,Job
job_d751bc4305e88659,日语翻译,翻译/本地化,初级/助理,本科及以上,日语、翻译、计算机相关专业,应届生可投递,岗位要求日语一级，能通过电话和邮件与日方交流，看懂日文手顺书并操作。职责包括IT系统监控、ID管理、问题解答等。接受倒班，欢迎应届生。,25,Job
job_aefb85d8250a3e83,智库）,,,,,,,0,Job
job_04621eebb2ec78ea,本地化经理,,,,,,,0,Job
job_6c53af0d18f3ee61,机电工程师,,,,,,,0,Job
job_4647705c65a53b77,架构师,,,,,,,0,Job
job_b0236788176e25e8,档案管理,行政/文秘/档案管理,,,,,负责档案整理、扫描、著录、装订等数字化加工工作，要求熟练使用计算机及Office办公软件，具备条理性、责任心、学习能力、团队合作精神和保密意识。公司提供培训，晋升通道明确。,31,Job
job_322c893940d85d62,档案管理经理,,,,,,,0,Job
job_8270f5f98cb0a0dc,汽车电子系统工程师,,,,,,,0,Job
job_6d3ed2e84c2512cc,法务专员,,,,,,,0,Job
job_0973384dd5cd70c7,法务专员助理,法务/合规,见习生/助理,本科,法学/法律专业,离校2年内未就业的全国普通高校毕业生（应届或准应届）,协助审查常规合同、处理盖章归档及台账建立；协助处理公司日常法律工作，如解答简单法律咨询、提供初步法律指引；协助进行诉讼准备工作，撰写整理法律文书，协助与外部律师对接并跟进案件；负责上级交办的其他任务。要求离校2年内未就业的全国普通高校毕业生，本科学历，法学/法律专业，熟悉民商法、民事诉讼法、劳动法等相关法律规定，具备独立判断分析能力、较强的文字处理、逻辑思维、语言表达和沟通协调能力，法律基础知识扎实。,12,Job
job_15bd8881494efc41,法务主管,,,,,,,0,Job
job_ab69e34c9cb53d21,法务主管/经理,,,,,,,0,Job
job_cabcc1d72dde4390,法务总监,,,,,,,0,Job
job_ddd21e7ba130909c,法务总监/总法律顾问,,,,,,,0,Job
job_96f5e6b0485e06ed,法官助理,,,,,,,0,Job
job_09273440b8a6bce3,法律研究员,,,,,,,0,Job
job_d960674146955a70,法律研究员/学者,,,,,,,0,Job
job_117053a78686b1cf,法律顾问,,,,,,,0,Job
job_20e1b4b877863671,活动运营,,,,,,,0,Job
job_fff0dadce6ae802b,流程优化,,,,,,,0,Job
job_a4dd5a63b4efaff5,测试主管,,,,,,,0,Job
job_4294f589a8ab6cec,测试主管/测试经理,,,,,,,0,Job
job_3c4f968cb95317e0,测试工程师,技术/研发,,本科及以上,电子、计算机、通信、自动化等理工类专业,,要求本科及以上学历，电子、计算机、通信、自动化等理工类专业。需掌握各种仪器仪表的使用方法，了解FPGA/CPLD/AD/DA/FLASH等基本概念及多种硬件接口知识。能根据测试大纲搭建环境、进行板卡测试、整理数据并编写报告，后续能撰写测试大纲。能提出产品改进建议并评估方案，对测试结果进行总结与统计分析，并跟踪测试提出反馈意见。需具备较强的沟通能力与团队协作精神。,338,Job
job_ffd99ff33e95b65b,测试总监,,,,,,,0,Job
job_b19df5b4321b61bf,测试架构师,,,,,,,0,Job
job_e8d1fc0f425cb811,测试经理,,,,,,,0,Job
job_071d0f06ca131aaf,海外市场专员,,,,,,,0,Job
job_5b3d4a261a75cef2,渠道专员,,,,,,,0,Job
job_eccf5d2467ba6385,渠道管理,,,,,,,0,Job
job_656c508bbf5e109a,渠道经理,,,,,,,0,Job
job_7bf7722d74a30c37,游戏制作人,,,,,,,0,Job
job_bc6dc66048e0d53e,游戏策划,,,,,,,0,Job
job_2eb49af2b11d1f42,游戏运营,运营,专员/主管,本科及以上,计算机、软件工程、市场营销、新闻传播、数字媒体等相关专业,1-3年游戏行业或互联网运营相关经验，优秀应届生可放宽,岗位涉及资源管理运营，包括需求端与供给端的资源对接、信息完善、匹配度确认、组织对接会及跟踪记录。要求具备良好的沟通协调能力和数据处理能力。,21,Job
job_f7352bef3d0f83d0,游戏运营专员,,,,,,,0,Job
job_9e0cf17875142df8,游戏运营主管,,,,,,,0,Job
job_fd6c616925dd95a4,游戏运营总监,,,,,,,0,Job
job_e722f355a5121ed7,游戏运营经理,,,,,,,0,Job
job_57c70c39b0367316,物联网(IoT)嵌入式工程师,,,,,,,0,Job
job_9fca9b01460a980a,猎头团队经理,,,,,,,0,Job
job_fcf5d39680dd3c33,猎头团队经理/主管,,,,,,,0,Job
job_aabdf996c696374d,猎头顾问,人力资源/招聘,初级顾问/顾问,本科及以上,人力资源管理、心理学、工商管理、市场营销等相关专业,1-3年及以上招聘、销售或相关工作经验，优秀应届生或实习生可考虑,工作内容包括为客户提供咨询梳理、制定需求计划、跟踪服务及客户活动管理。要求具备良好的沟通和服务能力，有弹性工作制和晋升机制。,8,Job
job_f7614dfb140a39ae,理财规划师,,,,,,,0,Job
job_cc10117749e5734b,生产计划员,,,,,,,0,Job
job_46cdf6189f45ba03,用户体验研究员,,,,,,,0,Job
job_8b9838b945e79c29,用户研究员,,,,,,,0,Job
job_3cae1de9372b9a18,用户运营,,,,,,,0,Job
job_a1026b507a93b859,电力系统运维工程师,,,,,,,0,Job
job_6afe4426bd3dcdcf,电商运营,,,,,,,0,Job
job_fa668a72b1ae10cd,电话客服,客服/技术支持,,专科及以上,,,负责主动外呼收集车辆信息、汇总工单、录入用户问题并对接相关部门，要求专科及以上学历，普通话标准，具备良好的语言表达、沟通和应变能力，熟练掌握业务知识和话术。,12,Job
job_cd2fec21f8eb7370,电话销售,销售,初级/专员,大专及以上,不限,不限，有相关经验者优先,岗位职责包括通过电话与客户沟通完成销售指标、维护客户资源、分析客户需求、提升销售话术专业度、定期回访跟进客户。任职要求强调团队协作精神和高薪挑战欲望。,18,Job
job_2eeb8e13a8e39941,知识产权专利代理,法律/知识产权,初级/中级专利代理师,本科及以上,法学、知识产权、理工科相关专业,不限至3年经验,岗位涉及专利代理相关工作，可能包括专利申请、检索、分析、答复审查意见等。要求具备相关法律或理工科背景，注重逻辑思维和文字表达能力。,7,Job
job_5d71dbe60854d5e7,知识产权专员,,,,,,,0,Job
job_8540a8b6affa2002,知识产权总监,,,,,,,0,Job
job_457f2b7036c8c829,知识产权顾问,,,,,,,0,Job
job_2b928541469c81e4,研发经理,,,,,,,0,Job
job_11bf21587cb13a8e,研究中心主任,,,,,,,0,Job
job_163b9fe2ab029ec3,研究员,,,,,,,0,Job
job_20ccced7a6a58e2f,硬件工程师,,,,,,,0,Job
job_f76ae5ed9254dcc0,硬件测试,硬件测试,,大专及以上,通讯自动化及相关理工类专业,有岗位工作经验或物联网行业经验优先,负责硬件产品的功能、性能测试及售后维护支持，要求大专及以上学历，通讯自动化等理工类专业优先，有经验者优先，注重学习能力和动手能力。,92,Job
job_f76bef24b03ccb0d,硬件测试主管,,,,,,,0,Job
job_fdd95e8918d2c060,硬件测试主管/经理,,,,,,,0,Job
job_dd06d2e8c8934f27,硬件研发工程师,,,,,,,0,Job
job_cb6d7c1dba254388,硬件研发经理,,,,,,,0,Job
job_41ff894e6f485724,硬件质量经理,,,,,,,0,Job
job_16ad867ce3876074,社区运营,运营,,大专及以上,,,负责社区运营管理，包括处理社区问题、帖子及笔记，协助运营总监进行居家养老业务线的运营管理工作，执行标准化管理体系流程。,3,Job
job_c437f7f2f149138c,社区运营专员,,,,,,,0,Job
job_452733dc100fef01,社区运营主管,,,,,,,0,Job
job_8711f9636fe7a28c,社区运营主管/经理,,,,,,,0,Job
job_b7d5cab835810059,科技政策研究员,,,,,,,0,Job
job_c022617a8d3fb9ea,科研人员,科学研究与技术服务,博士后/研究员,博士,计算机科学技术、大数据、软件、虚拟现实或仿真、人工智能安全或信息安全、自动化、地信、遥感、物联网,无明确年限要求，但需在拟研究领域已取得原创性成果（如专利、高水平论文、主持/参与课题、获得科技成果奖）,参与人工智能芯片、算法、芯片相关基础软件、大数据等相关研究、设计、开发工作。要求计算机相关专业博士，年龄不超过40周岁，能全职从事博士后研究，熟练英文读写，在相关领域有原创性成果（专利、高水平论文、课题、奖项）者优先。,93,Job
job_190a13c69bcd01e8,管培生储备干部,管理培训生,初级/储备,本科及以上,,应届生,负责区域内客户开发、维护和项目操作，完成销售目标；挖掘引导行业需求，制作解决方案；参与制定客户目标与业务拓展计划；协调内外资源确保产品需求一致性和交付及时性。要求本科及以上学历应届生，对销售有强烈兴趣，内驱力强，综合素质和抗压能力好，具备客户敏感度、沟通谈判协调能力、全局观、目标导向和学习能力。,15,Job
job_583f0752f07833a7,管理合伙人,,,,,,,0,Job
job_f87f405de101e3eb,管理合伙人/律所主任,,,,,,,0,Job
job_eee983773b5ced9e,管理咨询顾问,,,,,,,0,Job
job_19ecc3ac98dd2b63,系统工程师,,,,,,,0,Job
job_71d78d7ebbf697d0,系统架构师,,,,,,,0,Job
job_e26f7af0cee35ab1,系统测试工程师,,,,,,,0,Job
job_dd748562529a5939,组长,,,,,,,0,Job
job_5c76a64ceef9b982,经理,,,,,,,0,Job
job_4230794f915754cb,统计主管,,,,,,,0,Job
